sentence_id,language_code,expression,hint
195,ES,Estación,Uno de los cuatro períodos del año
195,ZH,季节,jì jié - 季节 (계절)
195,JA,季節,きせつ(kisetsu) - 季節 (계절)
195,KO,계절,"봄, 여름, 가을, 겨울의 네 시기. gyejeol"
196,EN,January,First month of the year
196,ES,Enero,Primer mes del año
196,ZH,一月,yī yuè - 一月 (1월)
196,JA,一月,いちがつ(ichigatsu) - 一月 (1월)
196,KO,1월,한 해의 첫 번째 달. irwol
197,EN,Warm spring,Phrase: adjective + noun
197,ES,Primavera cálida,Frase: adjetivo + sustantivo
197,ZH,温暖的春天,wēn nuǎn de chūn tiān - 温暖的+春天 (따뜻한+봄)
197,JA,暖かい春,あたたかいはる(atatakai haru) - 暖かい+春 (따뜻한+봄)
197,KO,따뜻한 봄,관형사형+명사. 따뜻하다→따뜻한. ttatteutan bom
198,EN,Hot summer,Phrase: adjective + noun
198,ES,Verano caluroso,Frase: adjetivo + sustantivo
198,ZH,炎热的夏天,yán rè de xià tiān - 炎热的+夏天 (더운+여름)
198,JA,暑い夏,あついなつ(atsui natsu) - 暑い+夏 (더운+여름)
198,KO,더운 여름,관형사형+명사. 덥다→더운. deoun yeoreum
199,EN,Cold winter,Phrase: adjective + noun
199,ES,Invierno frío,Frase: adjetivo + sustantivo
199,ZH,寒冷的冬天,hán lěng de dōng tiān - 寒冷的+冬天 (추운+겨울)
199,JA,寒い冬,さむいふゆ(samui fuyu) - 寒い+冬 (추운+겨울)
199,KO,추운 겨울,관형사형+명사. 춥다→추운. chuun gyeoul
200,EN,Cool autumn,Phrase: adjective + noun
200,ES,Otoño fresco,Frase: adjetivo + sustantivo
200,ZH,凉爽的秋天,liáng shuǎng de qiū tiān - 凉爽的+秋天 (시원한+가을)
200,JA,涼しい秋,すずしいあき(suzushii aki) - 涼しい+秋 (시원한+가을)
200,KO,시원한 가을,관형사형+명사. 시원하다→시원한. siwonhan gaeul
201,EN,Shirt,Upper body clothing
201,ES,Camisa,Ropa para la parte superior del cuerpo
201,ZH,衬衫,chèn shān - 衬衫 (셔츠)
201,JA,シャツ,シャツ(shatsu) - シャツ (셔츠)
201,KO,셔츠,상의 의류. 영어 shirt에서 온 외래어. syeocheu
202,EN,Pants,Lower body clothing
202,ES,Pantalones,Ropa para la parte inferior del cuerpo
202,ZH,裤子,kù zi - 裤子 (바지)
202,JA,ズボン,ズボン(zubon) - ズボン (바지)
202,KO,바지,하의 의류. 다리를 감싸는 옷. baji
203,EN,Shoes,Footwear
203,ES,Zapatos,Calzado
203,ZH,鞋子,xié zi - 鞋子 (신발)
203,JA,靴,くつ(kutsu) - 靴 (신발)
203,KO,신발,발에 신는 것. sinbal
204,EN,White shirt,Phrase: color + clothing
204,ES,Camisa blanca,Frase: color + ropa
204,ZH,白衬衫,bái chèn shān - 白+衬衫 (하얀+셔츠)
204,JA,白いシャツ,しろいシャツ(shiroi shatsu) - 白い+シャツ (하얀+셔츠)
204,KO,하얀 셔츠,색상+의류 패턴. 하얗다→하얀(관형형). hayan syeocheu
205,EN,Black pants,Phrase: color + clothing
205,ES,Pantalones negros,Frase: color + ropa
205,ZH,黑裤子,hēi kù zi - 黑+裤子 (검은+바지)
205,JA,黒いズボン,くろいズボン(kuroi zubon) - 黒い+ズボン (검은+바지)
205,KO,검은 바지,색상+의류 패턴. 검다→검은(관형형). geomeun baji
206,EN,Big shoes,Phrase: size + clothing
206,ES,Zapatos grandes,Frase: tamaño + calzado
206,ZH,大鞋子,dà xié zi - 大+鞋子 (큰+신발)
206,JA,大きい靴,おおきいくつ(ōkii kutsu) - 大きい+靴 (큰+신발)
206,KO,큰 신발,크기+의류 패턴. keun sinbal
207,EN,Small hat,Phrase: size + clothing
207,ES,Sombrero pequeño,Frase: tamaño + accesorio
207,ZH,小帽子,xiǎo mào zi - 小+帽子 (작은+모자)
207,JA,小さい帽子,ちいさいぼうし(chiisai bōshi) - 小さい+帽子 (작은+모자)
207,KO,작은 모자,크기+의류 패턴. jageun moja
208,EN,This is a skirt,Subject + be + noun sentence
208,ES,Esto es una falda,Oración: sujeto + ser + sustantivo
208,ZH,这是裙子,zhè shì qún zi - 这+是+裙子 (이것+은+치마)
208,JA,これはスカートです,これはスカートです(kore wa sukāto desu) - これ+は+スカート+です
208,KO,이것은 치마입니다,이것+은+명사+입니다 패턴. 기본 서술문. igoseun chimaimnida
209,EN,There are shoes,Existence sentence
209,ES,Hay zapatos,Oración de existencia
209,ZH,有鞋子,yǒu xié zi - 有+鞋子 (있다+신발)
209,JA,靴があります,くつがあります(kutsu ga arimasu) - 靴+が+あります
209,KO,신발이 있습니다,명사+이/가+있습니다 패턴. 존재 표현. sinbari itsseumnida
210,EN,The shirt is big,Subject + adjective sentence
210,ES,La camisa es grande,Oración: sujeto + adjetivo
210,ZH,衬衫很大,chèn shān hěn dà - 衬衫+很+大 (셔츠+가+크다)
210,JA,シャツが大きいです,シャツがおおきいです(shatsu ga ōkii desu) - シャツ+が+大きい+です
210,KO,셔츠가 큽니다,명사+가+형용사 패턴. 크다→큽니다(격식). syeocheuga keumnida
211,EN,Phone,Device for making calls
211,ES,Teléfono,Dispositivo para hacer llamadas
211,ZH,电话,diàn huà - 电话 (전화기)
211,JA,電話,でんわ(denwa) - 電話 (전화기)
211,KO,전화기,통화하는 기기. 핸드폰을 뜻하기도 함. jeonhwagi
212,EN,Book,Written or printed pages bound together
212,ES,Libro,Páginas escritas o impresas encuadernadas
212,ZH,书,shū - 书 (책)
212,JA,本,ほん(hon) - 本 (책)
212,KO,책,글이 적힌 인쇄물. chaek
213,EN,Bag,Container for carrying things
213,ES,Bolsa,Contenedor para llevar cosas
213,ZH,包,bāo - 包，书包 (가방)
213,JA,カバン,カバン(kaban) - カバン (가방)
213,KO,가방,물건을 넣어 들고 다니는 것. gabang
214,EN,My bag,Phrase: possessive + noun
214,ES,Mi bolsa,Frase: posesivo + sustantivo
214,ZH,我的包,wǒ de bāo - 我的+包 (나의+가방)
214,JA,私のカバン,わたしのカバン(watashi no kaban) - 私+の+カバン (나+의+가방)
214,KO,내 가방,소유격+명사 패턴. '나의'의 줄임말이 '내'. nae gabang
215,EN,Please give me an umbrella,Request phrase
215,ES,"Deme un paraguas, por favor",Frase de solicitud
215,ZH,请给我雨伞,qǐng gěi wǒ yǔ sǎn - 请+给+我+雨伞 (주세요+우산)
215,JA,傘をください,かさをください(kasa o kudasai) - 傘+を+ください (우산+을+주세요)
215,KO,우산 주세요,명사+주세요 패턴. 정중한 요청 표현. usan juseyo
216,EN,Big bag,Phrase: size + noun
216,ES,Bolsa grande,Frase: tamaño + sustantivo
216,ZH,大包,dà bāo - 大+包 (큰+가방)
216,JA,大きいカバン,おおきいカバン(ōkii kaban) - 大きい+カバン (큰+가방)
216,KO,큰 가방,크기+명사 패턴. keun gabang
217,EN,"This way, please",Polite direction phrase
217,ES,"Por aquí, por favor",Frase de dirección cortés
217,ZH,请往这边走,qǐng wǎng zhè biān zǒu - 请+这边+走 (이쪽으로 오세요)
217,JA,こちらへどうぞ,こちらへどうぞ(kochira e dōzo) - こちら+へ+どうぞ (이쪽으로 어서)
217,KO,이쪽으로요,방향+으로+요 패턴. 정중한 안내 표현. ijjogeurooyo
218,EN,This is a book,Subject + be + noun sentence
218,ES,Esto es un libro,Oración: sujeto + ser + sustantivo
218,ZH,这是书,zhè shì shū - 这+是+书 (이것+은+책)
218,JA,これは本です,これはほんです(kore wa hon desu) - これ+は+本+です
218,KO,이것은 책입니다,이것+은+명사+입니다 패턴. igoseun chaegimnida
219,EN,There is no key,Non-existence sentence
219,ES,No hay llave,Oración de no existencia
219,ZH,没有钥匙,méi yǒu yào shi - 没有+钥匙 (없다+열쇠)
219,JA,鍵がありません,かぎがありません(kagi ga arimasen) - 鍵+が+ありません
219,KO,열쇠가 없습니다,명사+가+없습니다 패턴. 부재 표현. yeolsoega eopsseumnida
220,EN,There is a clock,Existence sentence
220,ES,Hay un reloj,Oración de existencia
220,ZH,有钟表,yǒu zhōng biǎo - 有+钟表 (있다+시계)
220,JA,時計があります,とけいがあります(tokei ga arimasu) - 時計+が+あります
220,KO,시계가 있습니다,명사+가+있습니다 패턴. 존재 표현. sigyega itsseumnida
221,EN,Car,Motor vehicle for transportation
221,ES,Coche,Vehículo motorizado para transporte
221,ZH,汽车,qì chē - 汽车 (자동차)
221,JA,車,くるま(kuruma) - 車 (자동차)
221,KO,자동차,엔진으로 움직이는 탈것. jadongcha
222,EN,Bus,Large public transport vehicle
222,ES,Autobús,Vehículo grande de transporte público
222,ZH,公共汽车,gōng gòng qì chē - 公共汽车 (버스)
222,JA,バス,バス(basu) - バス (버스)
222,KO,버스,대중교통 수단. 영어 bus에서 온 외래어. beoseu
223,EN,Bicycle,Two-wheeled vehicle
223,ES,Bicicleta,Vehículo de dos ruedas
223,ZH,自行车,zì xíng chē - 自行车 (자전거)
223,JA,自転車,じてんしゃ(jitensha) - 自転車 (자전거)
223,KO,자전거,두 바퀴 달린 탈것. jajeongeo
224,EN,Big bus,Phrase: size + transport
224,ES,Autobús grande,Frase: tamaño + transporte
224,ZH,大巴士,dà bā shì - 大+巴士 (큰+버스)
224,JA,大きいバス,おおきいバス(ōkii basu) - 大きい+バス (큰+버스)
224,KO,큰 버스,크기+교통수단 패턴. keun beoseu
225,EN,Small car,Phrase: size + transport
225,ES,Coche pequeño,Frase: tamaño + transporte
225,ZH,小汽车,xiǎo qì chē - 小+汽车 (작은+자동차)
225,JA,小さい車,ちいさいくるま(chiisai kuruma) - 小さい+車 (작은+자동차)
225,KO,작은 자동차,크기+교통수단 패턴. jageun jadongcha
226,EN,Fast train,Phrase: speed + transport
226,ES,Tren rápido,Frase: velocidad + transporte
226,ZH,快速火车,kuài sù huǒ chē - 快速+火车 (빠른+기차)
226,JA,速い電車,はやいでんしゃ(hayai densha) - 速い+電車 (빠른+기차)
226,KO,빠른 기차,속도+교통수단 패턴. 빠르다→빠른(관형형). ppareun gicha
227,EN,"Taxi, please",Request phrase
227,ES,"Un taxi, por favor",Frase de solicitud
227,ZH,请叫出租车,qǐng jiào chū zū chē - 请+叫+出租车 (택시 불러주세요)
227,JA,タクシーをお願いします,タクシーをおねがいします(takushī o onegai shimasu)
227,KO,택시 주세요,명사+주세요 패턴. 정중한 요청. taeksi juseyo
228,EN,There is a bus,Existence sentence
228,ES,Hay un autobús,Oración de existencia
228,ZH,有公共汽车,yǒu gōng gòng qì chē - 有+公共汽车 (있다+버스)
228,JA,バスがあります,バスがあります(basu ga arimasu) - バス+が+あります
228,KO,버스가 있습니다,명사+가+있습니다 패턴. beoseuga itsseumnida
229,EN,Bicycles are nice,Subject + adjective sentence
229,ES,Las bicicletas son buenas,Oración: sujeto + adjetivo
229,ZH,自行车很好,zì xíng chē hěn hǎo - 自行车+很+好 (자전거+좋다)
229,JA,自転車がいいです,じてんしゃがいいです(jitensha ga ii desu)
229,KO,자전거가 좋습니다,명사+가+형용사 패턴. jajeonggeoga jotseumnida
230,EN,That is an airplane,Subject + be + noun sentence
230,ES,Eso es un avión,Oración: sujeto + ser + sustantivo
230,ZH,那是飞机,nà shì fēi jī - 那+是+飞机 (저것+은+비행기)
230,JA,あれは飛行機です,あれはひこうきです(are wa hikōki desu) - あれ+は+飛行機+です
230,KO,저것은 비행기입니다,저것+은+명사+입니다 패턴. jeogoseun bihaenggiimnida
231,EN,Twenty,Cardinal number 20
231,ES,Veinte,Número cardinal 20
231,ZH,二十,èr shí - 数字20 (숫자 20)
231,JA,二十,にじゅう(nijū) - 数字20 (숫자 20)
231,KO,스물,고유어 숫자 20. seumul
232,EN,Thirty,Cardinal number 30
232,ES,Treinta,Número cardinal 30
232,ZH,三十,sān shí - 数字30 (숫자 30)
232,JA,三十,さんじゅう(sanjū) - 数字30 (숫자 30)
232,KO,서른,고유어 숫자 30. seoreun
233,EN,One hundred,Cardinal number 100
233,ES,Cien,Número cardinal 100
233,ZH,一百,yì bǎi - 数字100 (숫자 100)
233,JA,百,ひゃく(hyaku) - 数字100 (숫자 100)
233,KO,백,한자어 숫자 100. baek
234,EN,Five apples,Phrase: noun + number
234,ES,Cinco manzanas,Frase: número + sustantivo
234,ZH,五个苹果,wǔ ge píng guǒ - 五+个+苹果 (다섯+개+사과)
234,JA,りんご五つ,りんごいつつ(ringo itsutsu) - りんご+五つ (사과+다섯)
234,KO,사과 다섯,명사+숫자 패턴. 수량 표현. sagwa daseot
235,EN,Ten eggs,Phrase: noun + number
235,ES,Diez huevos,Frase: número + sustantivo
235,ZH,十个鸡蛋,shí ge jī dàn - 十+个+鸡蛋 (열+개+달걀)
235,JA,卵十個,たまごじゅっこ(tamago jukko) - 卵+十個 (달걀+열 개)
235,KO,달걀 열,명사+숫자 패턴. dalgyal yeol
236,EN,One water,Phrase: noun + number (ordering)
236,ES,Un agua,Frase: número + sustantivo (pedir)
236,ZH,一杯水,yì bēi shuǐ - 一+杯+水 (한+잔+물)
236,JA,水一つ,みずひとつ(mizu hitotsu) - 水+一つ (물+하나)
236,KO,물 하나,명사+숫자 패턴. 주문할 때 많이 사용. mul hana
237,EN,How much is it?,Question about price
237,ES,¿Cuánto cuesta?,Pregunta sobre el precio
237,ZH,多少钱？,duō shǎo qián - 多少+钱？(얼마+돈?)
237,JA,いくらですか？,いくらですか(ikura desu ka) - いくら+ですか？(얼마+입니까?)
237,KO,얼마예요?,가격을 물을 때 쓰는 기본 표현. eolmayeyo
238,EN,There are three apples,Existence + counting sentence
238,ES,Hay tres manzanas,Oración de existencia + conteo
238,ZH,有三个苹果,yǒu sān ge píng guǒ - 有+三个+苹果 (있다+세 개+사과)
238,JA,りんごが三つあります,りんごがみっつあります(ringo ga mittsu arimasu)
238,KO,사과가 셋 있습니다,명사+가+숫자+있습니다 패턴. sagwaga set itsseumnida
239,EN,There are four chairs,Existence + counting sentence
239,ES,Hay cuatro sillas,Oración de existencia + conteo
239,ZH,有四把椅子,yǒu sì bǎ yǐ zi - 有+四把+椅子 (있다+네 개+의자)
239,JA,椅子が四つあります,いすがよっつあります(isu ga yottsu arimasu)
239,KO,의자가 넷 있습니다,명사+가+숫자+있습니다 패턴. uijaga net itsseumnida
240,EN,There are two children,Existence + counting sentence
240,ES,Hay dos niños,Oración de existencia + conteo
240,ZH,有两个孩子,yǒu liǎng ge hái zi - 有+两个+孩子 (있다+두 명+아이)
240,JA,子どもが二人います,こどもがふたりいます(kodomo ga futari imasu)
240,KO,아이가 둘 있습니다,명사+가+숫자+있습니다 패턴. aiga dul itsseumnida
241,EN,Apple,Common red or green fruit
241,ES,Manzana,Fruta común roja o verde
241,ZH,苹果,píng guǒ - 苹果 (사과)
241,JA,りんご,りんご(ringo) - りんご (사과)
241,KO,사과,흔한 과일. '사과(apology)'와 동음. sagwa
242,EN,Banana,Long yellow fruit
242,ES,Plátano,Fruta larga y amarilla
242,ZH,香蕉,xiāng jiāo - 香蕉 (바나나)
242,JA,バナナ,バナナ(banana) - バナナ (바나나)
242,KO,바나나,긴 노란색 과일. 외래어. banana
243,EN,Grape,Small round fruit in clusters
243,ES,Uva,Fruta pequeña y redonda en racimos
243,ZH,葡萄,pú tao - 葡萄 (포도)
243,JA,ぶどう,ぶどう(budō) - ぶどう (포도)
243,KO,포도,송이로 열리는 작고 둥근 과일. podo
244,EN,Big watermelon,Phrase: adjective + fruit
244,ES,Sandía grande,Frase: fruta + adjetivo
244,ZH,大西瓜,dà xī guā - 大+西瓜 (큰+수박)
244,JA,大きいスイカ,おおきいスイカ(ōkii suika) - 大きい+スイカ (큰+수박)
244,KO,큰 수박,크기+과일 패턴. keun subak
245,EN,Red strawberry,Phrase: color + fruit
245,ES,Fresa roja,Frase: fruta + color
245,ZH,红草莓,hóng cǎo méi - 红+草莓 (빨간+딸기)
245,JA,赤いイチゴ,あかいイチゴ(akai ichigo) - 赤い+イチゴ (빨간+딸기)
245,KO,빨간 딸기,색상+과일 패턴. 빨갛다→빨간(관형형). ppalgan ttalgi
246,EN,"An apple, please",Request phrase
246,ES,"Una manzana, por favor",Frase de solicitud
246,ZH,请给我苹果,qǐng gěi wǒ píng guǒ - 请+给我+苹果 (주세요+사과)
246,JA,りんごをください,りんごをください(ringo o kudasai) - りんご+を+ください
246,KO,사과 주세요,명사+주세요 패턴. 정중한 요청. sagwa juseyo
247,EN,A lot of fruit,Phrase: noun + adjective
247,ES,Mucha fruta,Frase: sustantivo + adjetivo
247,ZH,水果很多,shuǐ guǒ hěn duō - 水果+很+多 (과일+많다)
247,JA,果物が多い,くだものがおおい(kudamono ga ōi) - 果物+が+多い
247,KO,과일 많다,명사+형용사 패턴. gwail manta
248,EN,There are tomatoes,Existence sentence
248,ES,Hay tomates,Oración de existencia
248,ZH,有番茄,yǒu fān qié - 有+番茄 (있다+토마토)
248,JA,トマトがあります,トマトがあります(tomato ga arimasu)
248,KO,토마토가 있습니다,명사+가+있습니다 패턴. tomatoga itsseumnida
249,EN,Carrots are good,Subject + adjective sentence
249,ES,Las zanahorias son buenas,Oración: sujeto + adjetivo
249,ZH,胡萝卜很好,hú luó bo hěn hǎo - 胡萝卜+很+好 (당근+좋다)
249,JA,にんじんがいいです,にんじんがいいです(ninjin ga ii desu)
249,KO,당근이 좋습니다,명사+이+형용사 패턴. danggeuni jotseumnida
250,EN,This is a potato,Subject + be + noun sentence
250,ES,Esto es una patata,Oración: sujeto + ser + sustantivo
250,ZH,这是土豆,zhè shì tǔ dòu - 这+是+土豆 (이것+은+감자)
250,JA,これはじゃがいもです,これはじゃがいもです(kore wa jagaimo desu)
250,KO,이것은 감자입니다,이것+은+명사+입니다 패턴. igoseun gamjaimnida
251,EN,Coffee,Hot beverage made from roasted beans
251,ES,Café,Bebida caliente hecha de granos tostados
251,ZH,咖啡,kā fēi - 咖啡 (커피)
251,JA,コーヒー,コーヒー(kōhī) - コーヒー (커피)
251,KO,커피,원두로 만든 음료. 외래어. keopi
252,EN,Juice,Drink made from fruit
252,ES,Jugo,Bebida hecha de frutas
252,ZH,果汁,guǒ zhī - 果汁 (주스)
252,JA,ジュース,ジュース(jūsu) - ジュース (주스)
252,KO,주스,과일로 만든 음료. 외래어. juseu
253,EN,Cake,Sweet baked dessert
253,ES,Pastel,Postre dulce horneado
253,ZH,蛋糕,dàn gāo - 蛋糕 (케이크)
253,JA,ケーキ,ケーキ(kēki) - ケーキ (케이크)
253,KO,케이크,달콤한 구운 디저트. 외래어. keikeu
254,EN,One cup of coffee,Phrase: noun + counter
254,ES,Una taza de café,Frase: sustantivo + contador
254,ZH,一杯咖啡,yì bēi kā fēi - 一+杯+咖啡 (한+잔+커피)
254,JA,コーヒー一杯,コーヒーいっぱい(kōhī ippai) - コーヒー+一杯 (커피+한 잔)
254,KO,커피 한 잔,명사+수량+단위 패턴. '잔'은 음료 단위. keopi han jan
255,EN,"Tea, please",Request phrase
255,ES,"Té, por favor",Frase de solicitud
255,ZH,请给我茶,qǐng gěi wǒ chá - 请+给我+茶 (주세요+차)
255,JA,お茶をください,おちゃをください(ocha o kudasai) - お茶+を+ください
255,KO,차 주세요,명사+주세요 패턴. cha juseyo
256,EN,Sweet cookie,Phrase: adjective + noun
256,ES,Galleta dulce,Frase: sustantivo + adjetivo
256,ZH,甜饼干,tián bǐng gān - 甜+饼干 (달콤한+쿠키)
256,JA,甘いクッキー,あまいクッキー(amai kukkī) - 甘い+クッキー (달콤한+쿠키)
256,KO,달콤한 쿠키,맛+간식 패턴. 달콤하다→달콤한. dalkomhan kuki
257,EN,Cold juice,Phrase: adjective + noun
257,ES,Jugo frío,Frase: sustantivo + adjetivo
257,ZH,冷果汁,lěng guǒ zhī - 冷+果汁 (차가운+주스)
257,JA,冷たいジュース,つめたいジュース(tsumetai jūsu) - 冷たい+ジュース
257,KO,차가운 주스,온도+음료 패턴. 차갑다→차가운. chagaun juseu
258,EN,Coffee is good,Subject + adjective sentence
258,ES,El café es bueno,Oración: sujeto + adjetivo
258,ZH,咖啡很好,kā fēi hěn hǎo - 咖啡+很+好 (커피+좋다)
258,JA,コーヒーがいいです,コーヒーがいいです(kōhī ga ii desu)
258,KO,커피가 좋습니다,명사+가+형용사 패턴. keopiga jotseumnida
259,EN,Ice cream is sweet,Subject + adjective sentence
259,ES,El helado es dulce,Oración: sujeto + adjetivo
259,ZH,冰淇淋很甜,bīng qí lín hěn tián - 冰淇淋+很+甜 (아이스크림+달다)
259,JA,アイスクリームは甘い,アイスクリームはあまい(aisukurīmu wa amai)
259,KO,아이스크림이 달다,명사+이+형용사 패턴. aiseukeurimi dalda
260,EN,"Water, please",Request phrase
260,ES,"Agua, por favor",Frase de solicitud
260,ZH,请给我水,qǐng gěi wǒ shuǐ - 请+给我+水 (주세요+물)
260,JA,水をください,みずをください(mizu o kudasai) - 水+を+ください
260,KO,물 주세요,명사+주세요 패턴. 가장 기본적인 요청. mul juseyo
261,EN,Lunch,Midday meal
261,ES,Almuerzo,Comida del mediodía
261,ZH,午饭,wǔ fàn - 午饭 (점심)
261,JA,昼ご飯,ひるごはん(hirugohan) - 昼ご飯 (점심)
261,KO,점심,낮에 먹는 식사. jeomsim
262,EN,Menu,List of food and drinks
262,ES,Menú,Lista de comidas y bebidas
262,ZH,菜单,cài dān - 菜单 (메뉴)
262,JA,メニュー,メニュー(menyū) - メニュー (메뉴)
262,KO,메뉴,음식과 음료의 목록. 외래어. menyu
263,EN,Spoon,Utensil for eating liquid food
263,ES,Cuchara,Utensilio para comer alimentos líquidos
263,ZH,勺子,sháo zi - 勺子 (숟가락)
263,JA,スプーン,スプーン(supūn) - スプーン (숟가락)
263,KO,숟가락,국이나 밥을 먹는 도구. sutgarak
264,EN,"Breakfast, please",Request phrase
264,ES,"Desayuno, por favor",Frase de solicitud
264,ZH,请给我早餐,qǐng gěi wǒ zǎo cān - 请+给我+早餐 (주세요+아침식사)
264,JA,朝食をお願いします,ちょうしょくをおねがいします(chōshoku o onegai shimasu)
264,KO,아침식사 주세요,명사+주세요 패턴. achimshiksa juseyo
265,EN,"Chopsticks, please",Request phrase
265,ES,"Palillos, por favor",Frase de solicitud
265,ZH,请给我筷子,qǐng gěi wǒ kuài zi - 请+给我+筷子 (주세요+젓가락)
265,JA,お箸をください,おはしをください(ohashi o kudasai) - お箸+を+ください
265,KO,젓가락 주세요,명사+주세요 패턴. jeotgarak juseyo
266,EN,One cup,Phrase: noun + number
266,ES,Una taza,Frase: sustantivo + número
266,ZH,一个杯子,yí ge bēi zi - 一+个+杯子 (하나+개+컵)
266,JA,コップ一つ,コップひとつ(koppu hitotsu) - コップ+一つ (컵+하나)
266,KO,컵 하나,명사+숫자 패턴. keop hana
267,EN,"Menu, please",Request phrase
267,ES,"El menú, por favor",Frase de solicitud
267,ZH,请给我菜单,qǐng gěi wǒ cài dān - 请+给我+菜单 (주세요+메뉴)
267,JA,メニューをください,メニューをください(menyū o kudasai)
267,KO,메뉴 주세요,명사+주세요 패턴. 식당에서 자주 사용. menyu juseyo
268,EN,There is rice,Existence sentence
268,ES,Hay arroz,Oración de existencia
268,ZH,有米饭,yǒu mǐ fàn - 有+米饭 (있다+밥)
268,JA,ご飯があります,ごはんがあります(gohan ga arimasu)
268,KO,밥이 있습니다,명사+이+있습니다 패턴. babi itsseumnida
269,EN,The soup is hot,Subject + adjective sentence
269,ES,La sopa está caliente,Oración: sujeto + adjetivo
269,ZH,汤很热,tāng hěn rè - 汤+很+热 (국+뜨겁다)
269,JA,スープが熱いです,スープがあついです(sūpu ga atsui desu)
269,KO,국이 뜨겁습니다,명사+이+형용사 패턴. gugi tteugeopseumnida
270,EN,The plate is big,Subject + adjective sentence
270,ES,El plato es grande,Oración: sujeto + adjetivo
270,ZH,盘子很大,pán zi hěn dà - 盘子+很+大 (접시+크다)
270,JA,お皿が大きいです,おさらがおおきいです(osara ga ōkii desu)
270,KO,접시가 큽니다,명사+가+형용사 패턴. jeopsiga keumnida
271,EN,Delicious,Adjective meaning tasty
271,ES,Delicioso,Adjetivo que significa sabroso
271,ZH,好吃,hǎo chī - 好吃 (맛있다)
271,JA,おいしい,おいしい(oishii) - おいしい (맛있다)
271,KO,맛있다,맛 형용사. 음식이 좋은 맛임. masitda
272,EN,Spicy,Adjective meaning hot/peppery
272,ES,Picante,Adjetivo que significa picante
272,ZH,辣,"là - 形容词，辣 (형용사, 매운)"
272,JA,辛い,からい(karai) - 辛い (매운)
272,KO,맵다,맛 형용사. 고추 같은 맛. maepda
273,EN,Bland,Adjective meaning not salty enough
273,ES,Insípido,Adjetivo que significa sin suficiente sal
273,ZH,淡,"dàn - 形容词，淡 (형용사, 싱거운)"
273,JA,薄味,うすあじ(usuaji) - 味が薄い (싱겁다)
273,KO,싱겁다,맛 형용사. 간이 약함. 반대말: 짜다. singgeopda
274,EN,Delicious rice,Phrase: adjective + noun
274,ES,Arroz delicioso,Frase: sustantivo + adjetivo
274,ZH,好吃的饭,hǎo chī de fàn - 好吃的+饭 (맛있는+밥)
274,JA,おいしいご飯,おいしいごはん(oishii gohan) - おいしい+ご飯
274,KO,맛있는 밥,관형사형+명사. 맛있다→맛있는. masinneun bap
275,EN,Spicy soup,Phrase: adjective + noun
275,ES,Sopa picante,Frase: sustantivo + adjetivo
275,ZH,辣汤,là tāng - 辣+汤 (매운+국)
275,JA,辛いスープ,からいスープ(karai sūpu) - 辛い+スープ
275,KO,매운 국,관형사형+명사. 맵다→매운. maeun guk
276,EN,Sweet fruit,Phrase: adjective + noun
276,ES,Fruta dulce,Frase: sustantivo + adjetivo
276,ZH,甜水果,tián shuǐ guǒ - 甜+水果 (달콤한+과일)
276,JA,甘い果物,あまいくだもの(amai kudamono) - 甘い+果物
276,KO,달콤한 과일,관형사형+명사. 달콤하다→달콤한. dalkomhan gwail
277,EN,Fresh vegetables,Phrase: adjective + noun
277,ES,Verduras frescas,Frase: sustantivo + adjetivo
277,ZH,新鲜蔬菜,xīn xiān shū cài - 新鲜+蔬菜 (신선한+채소)
277,JA,新鮮な野菜,しんせんなやさい(shinsen na yasai) - 新鮮な+野菜
277,KO,신선한 채소,관형사형+명사. 신선하다→신선한. sinseonhan chaeso
278,EN,The meat is delicious,Subject + adjective sentence
278,ES,La carne es deliciosa,Oración: sujeto + adjetivo
278,ZH,肉很好吃,ròu hěn hǎo chī - 肉+很+好吃 (고기+맛있다)
278,JA,肉がおいしいです,にくがおいしいです(niku ga oishii desu)
278,KO,고기가 맛있습니다,명사+가+형용사 패턴. gogiga masitseumnida
279,EN,The bread is soft,Subject + adjective sentence
279,ES,El pan es suave,Oración: sujeto + adjetivo
279,ZH,面包很软,miàn bāo hěn ruǎn - 面包+很+软 (빵+부드럽다)
279,JA,パンが柔らかいです,パンがやわらかいです(pan ga yawarakai desu)
279,KO,빵이 부드럽습니다,명사+이+형용사 패턴. ppangi budeureopseumnida
280,EN,This is salty,Subject + adjective sentence
280,ES,Esto es salado,Oración: sujeto + adjetivo
280,ZH,这个很咸,zhè ge hěn xián - 这个+很+咸 (이것+짜다)
280,JA,これはしょっぱいです,これはしょっぱいです(kore wa shoppai desu)
280,KO,이것은 짭니다,이것+은+형용사 패턴. 짜다→짭니다(격식). igoseun jjamnida
281,EN,Teacher,Person who teaches at school
281,ES,Profesor,Persona que enseña en la escuela
281,ZH,老师,lǎo shī - 老师 (선생님)
281,JA,先生,せんせい(sensei) - 先生 (선생님)
281,KO,선생님,가르치는 사람. 존칭 '님' 포함. seonsaengnim
282,EN,Doctor,Person who treats sick people
282,ES,Doctor,Persona que trata a los enfermos
282,ZH,医生,yī shēng - 医生 (의사)
282,JA,医者,いしゃ(isha) - 医者 (의사)
282,KO,의사,아픈 사람을 치료하는 사람. uisa
283,EN,Good teacher,Phrase: adjective + noun
283,ES,Buen profesor,Frase: adjetivo + sustantivo
